"from_id","to_id","euclidean_distance","route_ci_strong_m","route_ci_medium_m","route_ci_weak_m","route_ci_foot_m","route_pct_lts1","route_pct_lts2","route_pct_lts3","route_pct_lts4","route_interruptions_count","total_duration_v16_v1","total_duration_v16_v2","total_duration_v19_v1","total_duration_v19_v2","total_duration_v21_v1","total_duration_v21_v2","total_duration_v24_v1","total_duration_v24_v2","total_duration_v26_v1","total_duration_v26_v2","total_distance_v16_v1","total_distance_v16_v2","total_distance_v19_v1","total_distance_v19_v2","total_distance_v21_v1","total_distance_v21_v2","total_distance_v24_v1","total_distance_v24_v2","total_distance_v26_v1","total_distance_v26_v2"
"10071","10071",1171.91734200849,0,0,0,0,73.22,0,0,26.78,0,14,14,NA,NA,NA,NA,NA,NA,NA,NA,1595,1595,NA,NA,NA,NA,NA,NA,NA,NA
"10072","10072",1597.19205521352,0,0,0,0,87.19,0,0,12.81,0,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,2067,2067,NA,NA,NA,NA,NA,NA,NA,NA
"10073","10073",915.932181991251,0,0,0,0,71.44,0,12.42,16.15,0,17.3,17.3,NA,NA,NA,NA,NA,NA,NA,NA,2473,2473,NA,NA,NA,NA,NA,NA,NA,NA
"10074","10074",2911.12286244601,0,0,0,0,68.93,0,0,31.07,0,37,37,NA,NA,NA,NA,NA,NA,NA,NA,4046,4046,NA,NA,NA,NA,NA,NA,NA,NA
"10075","10075",2310.69708287179,0,0,0,0,66.97,0,0,33.03,0,23.8,23.8,NA,NA,NA,NA,NA,NA,NA,NA,2661,2661,NA,NA,NA,NA,NA,NA,NA,NA
"10076","10076",858.077411021524,0,0,0,0,43.67,0,0,56.33,0,15.8,15.8,NA,NA,NA,NA,NA,NA,NA,NA,1261,1261,NA,NA,NA,NA,NA,NA,NA,NA
"10077","10077",1496.48643068014,0,0,0,0,55.03,0,44.97,0,0,39.5,39.5,NA,NA,NA,NA,NA,NA,NA,NA,3639,3639,NA,NA,NA,NA,NA,NA,NA,NA
"10078","10078",745.91094211488,0,0,0,0,68.94,0,0,31.06,0,7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,978,978,NA,NA,NA,NA,NA,NA,NA,NA
"10079","10079",4117.15473868867,0,0,0,0,79.83,0,0,20.17,0,38.2,38.2,NA,NA,NA,NA,NA,NA,NA,NA,5221,5221,NA,NA,NA,NA,NA,NA,NA,NA
"1008","1008",2605.40535346441,0,0,0,0,87.02,0,0,12.98,0,36.4,36.4,NA,NA,NA,NA,NA,NA,NA,NA,4832,4832,NA,NA,NA,NA,NA,NA,NA,NA
"10080","10080",2839.8758853468,0,0,0,0,87.75,0,0,12.25,0,36.7,36.7,NA,NA,NA,NA,NA,NA,NA,NA,4544,4544,NA,NA,NA,NA,NA,NA,NA,NA
"10081","10081",1775.76275144692,0,0,0,0,87.76,0,0,12.24,0,20,20,NA,NA,NA,NA,NA,NA,NA,NA,2486,2486,NA,NA,NA,NA,NA,NA,NA,NA
"10082","10082",2238.09083559996,412.958,198.135,0,0,66.15,0,0,33.85,3,30.7,30.7,NA,NA,NA,NA,NA,NA,NA,NA,3536,3536,NA,NA,NA,NA,NA,NA,NA,NA
"10083","10083",619.975543660236,0,0,0,0,77.51,0,0,22.49,0,5.8,5.8,5.8,5.8,5.8,5.8,NA,NA,NA,NA,730,730,730,730,730,730,NA,NA,NA,NA
"10084","10084",5493.24145096481,1379.787,0,0,259.384,100,0,0,0,1,33.8,33.8,NA,NA,NA,NA,NA,NA,NA,NA,6207,6207,NA,NA,NA,NA,NA,NA,NA,NA
"10085","10085",1259.18115847932,0,0,0,0,66.73,0,0,33.27,0,14.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,1557,1557,NA,NA,NA,NA,NA,NA,NA,NA
"10086","10086",2594.96813052183,0,0,0,0,96.08,0,0,3.92,0,21.9,21.9,NA,NA,NA,NA,NA,NA,NA,NA,3843,3843,NA,NA,NA,NA,NA,NA,NA,NA
"10087","10087",2227.38762334885,0,0,0,0,82.11,0,17.89,0,0,30,30,NA,NA,NA,NA,NA,NA,NA,NA,4414,4414,NA,NA,NA,NA,NA,NA,NA,NA
"10088","10088",3586.6434527344,1021.242,147.369,0,0,100,0,0,0,2,27.4,27.4,NA,NA,NA,NA,NA,NA,NA,NA,5229,5229,NA,NA,NA,NA,NA,NA,NA,NA
"10089","10089",1024.24328011302,0,0,0,0,74.48,0,0,25.52,0,10.4,10.4,NA,NA,NA,NA,NA,NA,NA,NA,1357,1357,NA,NA,NA,NA,NA,NA,NA,NA
"1009","1009",3347.75686024695,0,0,0,0,77.47,0,0,22.53,0,48.7,48.7,NA,NA,NA,NA,NA,NA,NA,NA,5681,5681,NA,NA,NA,NA,NA,NA,NA,NA
"10090","10090",2203.14414402529,1769.556,0,0,19.683,82.93,0,0,17.07,1,23,23,NA,NA,NA,NA,NA,NA,NA,NA,3165,3165,NA,NA,NA,NA,NA,NA,NA,NA
"10091","10091",2511.13059396219,0,0,0,0,68.94,0,17.21,13.85,0,31.3,31.3,NA,NA,NA,NA,NA,NA,NA,NA,3664,3664,NA,NA,NA,NA,NA,NA,NA,NA
"10092","10092",3734.87817494896,0,0,0,0,80.6,0,0,19.4,0,38.8,38.8,NA,NA,NA,NA,NA,NA,NA,NA,4997,4997,NA,NA,NA,NA,NA,NA,NA,NA
"10093","10093",1500.91161782218,0,0,0,0,74.03,0,0,25.97,0,22.1,22.1,NA,NA,NA,NA,NA,NA,NA,NA,2356,2356,NA,NA,NA,NA,NA,NA,NA,NA
"10094","10094",1468.45407797762,56.27,0,0,0,100,0,0,0,0,11.9,11.9,NA,NA,NA,NA,NA,NA,NA,NA,2278,2278,NA,NA,NA,NA,NA,NA,NA,NA
"10095","10095",2987.96499953099,0,0,0,0,78.73,0,0,21.27,0,28,28,NA,NA,NA,NA,NA,NA,NA,NA,3765,3765,NA,NA,NA,NA,NA,NA,NA,NA
"10096","10096",2114.74428285249,0,0,0,0,92.67,0,0,7.33,0,20.8,20.8,NA,NA,NA,NA,NA,NA,NA,NA,3042,3042,NA,NA,NA,NA,NA,NA,NA,NA
"10097","10097",5158.95346141464,265.074,0,0,0,100,0,0,0,0,40.7,40.7,NA,NA,NA,NA,NA,NA,NA,NA,7436,7436,NA,NA,NA,NA,NA,NA,NA,NA
"10098","10098",1860.43525306088,0,0,0,0,81.5,0,0,18.5,0,20.4,20.4,NA,NA,NA,NA,NA,NA,NA,NA,2828,2828,NA,NA,NA,NA,NA,NA,NA,NA
"10099","10099",1174.22112789318,0,0,0,0,100,0,0,0,0,11.1,11.1,NA,NA,NA,NA,NA,NA,NA,NA,1542,1542,NA,NA,NA,NA,NA,NA,NA,NA
"101","101",913.113326960485,0,0,0,0,80.08,0,0,19.92,0,12.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,1430,1430,NA,NA,NA,NA,NA,NA,NA,NA
"1010","1010",1099.21382055005,601.986,0,0,0,92.38,0,0,7.62,0,12.3,12.3,NA,NA,NA,NA,NA,NA,NA,NA,1733,1733,NA,NA,NA,NA,NA,NA,NA,NA
"10100","10100",3059.14818026889,0,0,0,0,73.57,0,0,26.43,0,41.5,41.5,NA,NA,NA,NA,NA,NA,NA,NA,4724,4724,NA,NA,NA,NA,NA,NA,NA,NA
"10101","10101",3447.14750246431,0,0,0,0,65.04,0,0,34.96,0,45.6,45.6,NA,NA,NA,NA,NA,NA,NA,NA,4967,4967,NA,NA,NA,NA,NA,NA,NA,NA
